run_id,week,signal_tf,entry_time,dir,entry_price,initial_sl,exit_time,exit_price,exit_comment,pnl,balance_after,risk_dollars,r_multiple,hold_minutes,final_sl_price,sl_moved,exit_kind,mode
cmpE1is_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-06 02:40:00,BUY,4173.658,4164.594,2026-07-06 03:20:12,4164.543,sl 4164.594,-9.12,490.88,9.064000000000306,-1.006178287731652,40.2,4164.594,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-06 15:35:00,SELL,4149.824,4155.463,2026-07-06 16:54:09,4155.558,sl 4155.463,-5.74,485.14,5.639000000000124,-1.0179109771235813,79.15,4155.463,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-08 18:55:00,SELL,4085.456,4097.148,2026-07-09 00:00:49,4080.581,sl 4080.489,4.88,490.02,11.692000000000007,0.4173794047211766,305.81666666666666,4080.489,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-09 06:00:00,SELL,4081.94,4087.765,2026-07-09 06:00:13,4087.98,sl 4087.765,-6.04,483.98,5.824999999999818,-1.0369098712446676,0.2166666666666666,4087.765,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 00:30:00,BUY,4119.706,4114.899,2026-07-10 00:33:46,4114.897,sl 4114.899,-4.81,479.17,4.806999999999789,-1.0006240898689849,3.7666666666666666,4114.899,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 12:20:00,SELL,4109.208,4119.973,2026-07-10 13:39:56,4097.463,sl 4097.414,11.75,490.92,10.765000000000327,1.0915002322340588,79.93333333333334,4097.414,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-13 08:35:00,SELL,4072.513,4084.679,2026-07-13 10:51:18,4056.631,sl 4056.406,15.88,515.88,12.166000000000167,1.3052770014795152,136.3,4056.406,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-15 04:25:00,SELL,4033.118,4036.683,2026-07-15 04:42:09,4029.177,sl 4029.142,3.94,519.82,3.5650000000000546,1.1051893408134472,17.15,4029.142,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-15 11:55:00,SELL,4036.204,4043.272,2026-07-15 12:30:01,4043.521,sl 4043.272,-7.32,512.5,7.067999999999756,-1.035653650254705,35.016666666666666,4043.272,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-16 09:05:00,SELL,4035.513,4039.571,2026-07-16 11:33:50,4028.912,sl 4028.892,6.6,519.1,4.057999999999993,1.6264169541646158,148.83333333333334,4028.892,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-17 07:10:00,SELL,3995.105,4011.001,2026-07-17 09:23:57,4000.902,sl 4000.596,-5.79,513.31,15.896000000000186,-0.3642425767488634,133.95,4000.596,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-20__M15sig,2026-07-20,M15sig,2026-07-20 12:10:00,BUY,4016.445,4009.342,2026-07-20 12:21:37,4009.239,sl 4009.342,-7.21,492.79,7.1030000000000655,-1.0150640574405088,11.616666666666667,4009.342,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-20__M15sig,2026-07-20,M15sig,2026-07-21 11:25:00,BUY,4059.611,4052.549,2026-07-21 12:35:37,4057.261,sl 4057.347,-2.35,490.44,7.061999999999898,-0.332766921551973,70.61666666666666,4057.347,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-20__M15sig,2026-07-20,M15sig,2026-07-23 02:00:00,BUY,4118.111,4111.151,2026-07-23 04:52:59,4120.458,sl 4120.468,2.35,492.79,6.960000000000036,0.3376436781609178,172.98333333333332,4120.468,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-27 05:50:00,BUY,4086.506,4081.122,2026-07-27 07:41:18,4098.113,sl 4098.177,11.6,511.6,5.384000000000015,2.1545319465081665,111.3,4098.177,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-29 01:40:00,SELL,4029.116,4032.939,2026-07-29 02:22:31,4032.939,sl 4032.939,-3.82,507.78,3.8229999999998654,-0.999215275961322,42.516666666666666,4032.939,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-29 03:05:00,SELL,4028.909,4033.853,2026-07-29 05:11:57,4031.687,sl 4031.497,-2.78,505.0,4.94399999999996,-0.5622977346278363,126.95,4031.497,True,sl,swing_confirm_E1
cmpE1is_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-30 05:05:00,BUY,4045.192,4037.626,2026-07-30 05:18:37,4037.567,sl 4037.626,-7.62,497.38,7.5659999999998035,-1.0071371927042292,13.616666666666667,4037.626,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-31 00:25:00,BUY,4103.101,4095.818,2026-07-31 00:30:34,4095.747,sl 4095.818,-7.35,490.03,7.282999999999447,-1.009199505698278,5.566666666666666,4095.818,False,sl,swing_confirm_E1
cmpE1is_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-31 17:30:00,SELL,4050.521,4056.96,2026-07-31 19:45:08,4055.866,sl 4055.858,-5.35,484.68,6.438999999999851,-0.8308743593725926,135.13333333333333,4055.858,True,sl,swing_confirm_E1
cmpE1is_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-04 00:15:00,SELL,4063.771,4071.12,2026-08-04 01:19:33,4050.621,sl 4050.535,13.15,513.15,7.348999999999705,1.7893590964757828,64.55,4050.535,True,sl,swing_confirm_E1
cmpE1is_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-04 09:10:00,BUY,4051.6,4048.157,2026-08-04 09:35:27,4048.002,sl 4048.157,-3.6,509.55,3.4429999999997563,-1.04559976764457,25.45,4048.157,False,sl,swing_confirm_E1
cmpE1is_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-06 06:40:00,BUY,4253.544,4247.236,2026-08-06 07:52:44,4252.454,sl 4252.538,-1.09,508.46,6.307999999999993,-0.1727964489537098,72.73333333333333,4252.538,True,sl,swing_confirm_E1
cmpE1is_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-10 14:00:00,BUY,4318.337,4313.675,2026-08-10 16:32:01,4349.823,sl 4349.865,31.48,531.48,4.662000000000262,6.752466752466373,152.01666666666668,4349.865,True,sl,swing_confirm_E1
