run_id,week,signal_tf,entry_time,dir,entry_price,initial_sl,exit_time,exit_price,exit_comment,pnl,balance_after,volume,n_exits,swap_comm,risk_dollars,r_multiple,hold_minutes,final_sl_price,sl_moved,exit_kind,mode
cmpr2X1a_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-11 05:00:00,BUY,4408.968,4399.131,2026-08-11 05:17:05,4399.131,sl 4399.131,-49.18,5302.73,0.05,1,0.0,49.18499999999767,-0.9998983429907964,17.083333333333332,4399.131,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-12 10:50:00,BUY,4409.54,4403.875,2026-08-12 12:05:04,4407.338,sl 4407.397,-1.74,5300.99,0.09,2,0.0,50.98499999999967,-0.0341276846131217,75.06666666666666,4407.397,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-13 04:30:00,BUY,4398.221,4387.782,2026-08-13 05:32:12,4395.919,sl 4395.920,-11.51,5289.48,0.05,1,0.0,52.19499999999698,-0.2205192068205894,62.2,4395.92,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-14 18:05:00,BUY,4381.324,4372.654,2026-08-14 18:45:27,4372.587,sl 4372.654,-52.42,5237.06,0.06,1,0.0,52.01999999999498,-1.007689350250001,40.45,4372.654,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-17__M15sig,2026-08-17,M15sig,2026-08-19 07:35:00,SELL,4359.218,4364.099,2026-08-19 08:44:08,4363.319,sl 4363.277,-41.01,4958.99,0.1,1,0.0,48.81000000000313,-0.8401966810079363,69.13333333333334,4363.277,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-17__M15sig,2026-08-17,M15sig,2026-08-20 05:15:00,BUY,4485.713,4481.04,2026-08-20 05:34:06,4481.014,sl 4481.040,-46.99,4912.0,0.1,1,0.0,46.729999999997744,-1.0055638775947415,19.1,4481.04,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-17__M15sig,2026-08-17,M15sig,2026-08-21 12:35:00,BUY,4578.257,4572.199,2026-08-21 12:35:39,4571.686,sl 4572.199,-52.57,4859.43,0.08,1,0.0,48.46399999999994,-1.084722680752725,0.65,4572.199,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-17__M15sig,2026-08-17,M15sig,2026-08-21 13:05:00,BUY,4581.475,4571.623,2026-08-21 14:37:59,4585.629,sl 4585.639,16.62,4876.05,0.04,1,0.0,39.408000000003085,0.42174177831909,92.98333333333332,4585.639,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-24__M15sig,2026-08-24,M15sig,2026-08-24 00:30:00,BUY,4605.197,4590.057,2026-08-24 01:21:17,4614.743,sl 4614.923,28.64,5028.64,0.03,1,0.0,45.42000000000098,0.6305592250109947,51.28333333333333,4614.923,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-24__M15sig,2026-08-24,M15sig,2026-08-24 07:55:00,BUY,4636.425,4624.75,2026-08-24 08:29:45,4629.831,sl 4629.875,-26.38,5002.26,0.04,1,0.0,46.70000000000073,-0.5648822269807192,34.75,4629.875,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-24__M15sig,2026-08-24,M15sig,2026-08-24 17:40:00,BUY,4641.281,4624.358,2026-08-24 23:30:41,4667.454,sl 4667.646,52.35,5054.61,0.02,1,0.0,33.84599999999955,1.5467115759617296,350.68333333333334,4667.646,True,sl,X1a_breakeven
